,CustomerKey,GeographyKey,Fullname,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned
296,297,627,Haley Richardson,07/10/1935,S,F,50000,2,0,Graduate Degree,Management,1,2
297,298,443,Noah Coleman,02/02/1935,S,M,70000,4,0,Graduate Degree,Management,1,2
298,299,610,Jon Luo,03/03/1935,M,M,70000,4,0,Graduate Degree,Management,1,2
299,300,443,Orlando Vazquez,01/04/1936,M,M,70000,4,0,Graduate Degree,Management,1,2
300,301,665,Fernando Barnes,03/03/1960,M,M,80000,5,4,Partial College,Professional,0,3
301,302,577,Cameron Rodriguez,09/06/1960,M,M,80000,5,4,Partial College,Professional,1,4
302,303,620,Spencer Russell,12/12/1960,S,M,90000,4,3,High School,Professional,0,3
303,304,479,Julia Coleman,11/10/1960,S,F,90000,4,3,High School,Professional,0,3
304,305,536,Julia Garcia,17/03/1960,M,F,100000,0,3,Partial College,Professional,1,0
305,306,610,Sean Evans,19/06/1960,M,M,110000,3,3,Partial College,Professional,0,4
306,307,619,Micah Zhou,22/06/1960,M,M,110000,3,3,Partial College,Professional,0,4
307,308,472,Hunter Rodriguez,04/11/1954,M,M,80000,2,0,Partial High School,Skilled Manual,1,2
308,309,523,Ian Gonzales,05/03/1954,M,M,60000,2,0,High School,Professional,0,2
309,310,580,Victoria Lewis,12/06/1954,S,F,60000,2,0,High School,Professional,1,2
310,311,689,Erin Sanders,09/07/1953,S,F,70000,3,0,Graduate Degree,Management,1,2
311,312,507,Gabrielle Lopez,24/08/1953,S,F,70000,3,0,Graduate Degree,Management,0,2
312,313,507,Sara Richardson,03/04/1953,S,F,70000,3,0,Graduate Degree,Management,1,2
313,314,535,Trevor Jenkins,27/02/1953,S,M,70000,3,0,Graduate Degree,Management,1,2
314,315,495,Mya Flores,21/12/1953,S,F,70000,3,0,Graduate Degree,Management,0,2
315,316,535,Hailey Ward,01/10/1953,S,F,70000,3,0,Graduate Degree,Management,0,2
316,317,647,Luke Allen,17/11/1953,M,M,60000,3,0,Graduate Degree,Management,1,2
317,318,686,Victoria Russell,17/09/1952,S,F,40000,3,0,Partial College,Professional,0,2
318,319,479,Jessica Wilson,26/10/1952,S,F,40000,3,0,Partial College,Professional,0,2
319,320,520,Jade Bailey,27/04/1937,M,F,70000,4,0,Graduate Degree,Management,0,2
320,321,633,Morgan Hill,26/06/1937,M,F,80000,4,0,Graduate Degree,Management,1,2
321,322,597,Terrance Raman,08/07/1938,M,M,90000,5,0,Bachellors,Management,1,2
322,323,442,Sydney Garcia,15/03/1938,M,F,90000,5,0,Bachellors,Management,1,2
323,324,472,Jose Patterson,20/06/1938,S,M,120000,2,4,Graduate Degree,Management,1,3
324,325,633,Zachary Anderson,14/05/1939,M,M,90000,5,0,Bachellors,Management,1,2
325,326,693,Elijah Ross,02/07/1939,S,M,90000,5,0,Bachellors,Management,1,2
326,327,430,Rafael Xie,26/06/1939,M,M,130000,2,3,Bachellors,Management,1,4
327,328,443,Jaime Moreno,04/03/1940,M,M,90000,5,0,Bachellors,Management,1,2
328,329,668,Julian Griffin,01/01/1940,M,M,90000,5,0,Bachellors,Management,1,2
329,330,470,Andy Alvarez,25/07/1940,S,M,90000,5,0,Bachellors,Management,1,2
330,331,671,Ryan Thompson,13/05/1940,M,M,110000,2,4,Graduate Degree,Management,1,1
331,332,695,Samantha Jenkins,06/07/1968,M,F,90000,4,4,Partial College,Skilled Manual,1,2
332,333,586,Deanna Ramos,04/10/1962,S,F,10000,1,0,Graduate Degree,Manual,1,0
333,334,666,Emily Miller,10/07/1962,M,F,20000,1,0,Graduate Degree,Clerical,1,0
334,335,698,Nicole Brown,22/03/1961,M,F,10000,1,0,Bachellors,Manual,1,0
335,336,639,Carla Raman,24/06/1961,M,F,10000,1,0,Bachellors,Manual,1,0
336,337,529,Shaun Raji,12/03/1962,M,M,20000,1,0,Graduate Degree,Clerical,1,0
337,338,704,Jerome Romero,21/09/1961,M,M,10000,1,0,Bachellors,Manual,1,0
338,339,590,Frank Navarro,10/08/1961,M,M,20000,1,0,Graduate Degree,Clerical,1,0
339,340,529,Dennis She,08/07/1961,S,M,20000,1,0,Graduate Degree,Clerical,1,0
340,341,529,Melody Munoz,06/04/1936,M,F,10000,1,0,Graduate Degree,Clerical,1,0
341,342,608,Randy Zeng,21/08/1936,M,M,20000,1,0,Graduate Degree,Clerical,1,0
342,343,592,Marshall Wang,11/03/1962,M,M,30000,5,0,Graduate Degree,Clerical,1,0
343,344,673,Arthur Carlson,13/09/1958,M,M,10000,1,0,Bachellors,Manual,1,0
344,345,525,Jessie Jimenez,24/07/1957,M,F,10000,1,0,Partial College,Manual,1,0
345,346,700,Robin Ramos,12/03/1957,S,F,10000,1,0,Partial College,Manual,1,0
346,347,529,Deanna Gutierrez,22/05/1955,S,F,10000,2,0,Partial College,Manual,1,1
347,348,595,Roy Navarro,23/12/1955,M,M,10000,2,0,Partial College,Manual,1,1
348,349,674,Shawn Rai,22/09/1955,M,M,10000,2,0,Partial College,Manual,1,1
349,350,765,Mindy Luo,03/09/1954,M,F,10000,2,0,Partial College,Manual,1,1
350,351,532,Cara Zhou,14/01/1937,M,F,30000,1,0,Graduate Degree,Clerical,1,0
351,352,506,Anne Ramos,06/04/1939,S,F,20000,1,0,Bachellors,Clerical,1,0
352,353,528,Raymond Rodriguez,07/03/1940,M,M,10000,2,0,Partial College,Manual,1,1
353,354,567,Carrie Ortega,11/06/1941,S,F,30000,1,0,Bachellors,Clerical,1,0
354,355,635,Deanna Suarez,23/02/1942,M,F,20000,1,0,Partial College,Manual,1,0
355,356,572,Roberto Gutierrez,28/12/1942,M,M,40000,1,0,Graduate Degree,Clerical,1,0
356,357,648,Terrence Carson,27/05/1980,S,M,10000,0,0,Partial College,Manual,0,1
357,358,599,Ramon Ye,23/03/1979,S,M,10000,0,0,Partial College,Manual,0,1
358,359,468,Cynthia Malhotra,11/11/1978,S,F,10000,0,0,Partial College,Manual,0,1
359,360,655,Jarrod Prasad,04/09/1978,S,M,10000,0,0,Partial College,Manual,0,1
360,361,680,Tyrone Serrano,02/08/1978,S,M,10000,0,0,Partial College,Manual,1,1
361,362,518,Cindy Ramos,28/04/1977,M,F,10000,0,0,High School,Manual,1,2
362,363,471,Damien Shan,11/11/1977,M,M,10000,0,0,High School,Manual,0,2
363,364,656,Julian Ross,20/10/1977,S,M,10000,0,0,High School,Manual,0,2
364,365,632,Jennifer Collins,23/09/1979,S,F,10000,1,1,High School,Manual,0,0
365,366,628,Brittney Sun,09/06/1979,S,F,10000,1,1,High School,Manual,0,0
366,367,692,Virginia Patel,25/10/1979,M,F,20000,0,0,Bachellors,Clerical,1,0
367,368,669,Calvin Nara,22/02/1979,M,M,20000,0,0,Bachellors,Clerical,1,0
368,369,680,Edward Miller,25/11/1978,S,M,10000,1,1,High School,Manual,0,0
369,370,628,Ashlee Tang,04/08/1978,M,F,20000,0,0,Bachellors,Clerical,0,0
370,371,697,Alicia Xu,01/04/1978,M,F,20000,0,0,Bachellors,Clerical,1,0
371,372,680,Lacey Jai,27/05/1978,M,F,20000,0,0,Bachellors,Clerical,1,0
372,373,596,Wendy Romero,15/05/1978,S,F,20000,0,0,Bachellors,Clerical,1,0
373,374,687,Carly Luo,20/09/1943,M,F,30000,1,0,Bachellors,Clerical,1,0
374,375,569,Jimmy Ortega,28/06/1943,S,M,30000,1,0,Bachellors,Clerical,1,0
375,376,638,Francisco Martinez,09/05/1943,M,M,30000,1,0,Bachellors,Clerical,1,0
376,377,651,Lance Vazquez,10/06/1943,S,M,40000,1,0,Graduate Degree,Clerical,1,0
377,378,696,David Robinett,23/02/1961,M,M,30000,4,0,Graduate Degree,Clerical,1,0
378,379,657,Shannon Liang,22/05/1960,S,F,10000,1,1,High School,Manual,0,1
379,380,591,Gary Vazquez,18/11/1959,M,M,10000,1,1,High School,Manual,1,1
380,381,542,Mitchell Kumar,02/03/1959,S,M,20000,2,0,Partial College,Manual,1,1
381,382,506,Meredith Raman,22/08/1959,M,F,20000,2,0,Partial College,Manual,1,1
382,383,540,Edward Patterson,19/01/1958,M,M,20000,2,0,Partial College,Manual,1,1
383,384,681,Marie Gill,28/08/1960,M,F,30000,3,0,Graduate Degree,Clerical,1,0
384,385,503,Tiffany Wang,16/10/1960,M,F,30000,3,0,Bachellors,Clerical,1,0
385,386,576,Miguel Allen,11/08/1960,S,M,30000,3,0,Bachellors,Clerical,1,0
386,387,474,Jaclyn Cai,05/11/1960,M,F,30000,3,0,Bachellors,Clerical,1,0
387,388,485,Megan Ramirez,02/06/1959,S,F,40000,3,0,Graduate Degree,Clerical,1,0
388,389,576,Joseph Martin,24/07/1959,M,M,40000,3,0,Graduate Degree,Clerical,1,0
389,390,747,Karl Shan,24/04/1970,S,M,10000,1,1,High School,Manual,0,1
390,391,543,Christine Raji,19/10/1970,S,F,10000,1,1,High School,Manual,0,1
391,392,687,Lindsay Xie,27/12/1970,S,F,10000,2,2,High School,Manual,1,0
392,393,483,Willie Zhao,07/02/1970,S,M,10000,2,2,High School,Manual,1,0
393,394,544,Kurt Pal,17/01/1969,S,M,10000,2,2,High School,Manual,1,0
394,395,659,George McDonald,23/10/1969,S,M,10000,2,2,High School,Manual,1,0
395,396,483,Beth Gutierrez,18/10/1970,S,F,30000,0,0,Bachellors,Clerical,1,0
396,397,542,Ian Lopez,05/10/1969,M,M,10000,2,2,High School,Manual,0,1
397,398,529,Latoya Shan,04/06/1969,S,F,20000,0,0,Partial College,Manual,0,1
398,399,666,Colin Nath,09/09/1969,S,M,30000,0,0,Bachellors,Clerical,1,0
399,400,529,Brenda Mehta,04/08/1969,S,F,30000,1,0,Bachellors,Clerical,1,0
400,401,506,Franklin Raji,19/04/1969,S,M,40000,0,0,Graduate Degree,Clerical,1,0
401,402,529,Linda Navarro,26/08/1969,M,F,40000,0,0,Graduate Degree,Clerical,1,0
402,403,672,Kelli Cai,20/11/1969,M,F,40000,0,0,Graduate Degree,Clerical,1,0
403,404,544,Nancy Schmidt,09/01/1969,S,F,40000,0,0,Graduate Degree,Clerical,1,0
404,405,641,Megan Taylor,01/01/1952,S,F,10000,3,0,Partial College,Manual,0,2
405,406,590,Bonnie Goel,17/02/1952,S,F,10000,3,0,Partial College,Manual,0,2
406,407,529,Latoya Xu,03/07/1952,M,F,20000,2,0,Partial College,Manual,1,1
407,408,515,Mario She,02/04/1952,M,M,20000,2,0,Partial College,Manual,1,1
408,409,506,Darren Gill,14/05/1953,M,M,10000,2,1,High School,Manual,0,2
409,410,543,Jacqueline Hayes,05/03/1968,S,F,10000,2,2,High School,Manual,1,1
410,411,529,Maurice Goel,25/08/1968,M,M,20000,1,1,Partial College,Manual,1,0
411,412,640,Devin Ross,12/02/1954,M,M,80000,3,2,Partial College,Professional,0,1
412,413,640,Sydney Bryant,09/04/1954,S,F,80000,4,2,Partial College,Professional,1,1
413,414,485,Megan Stewart,15/04/1954,M,F,80000,4,2,Partial College,Professional,0,1
414,415,497,Ian Richardson,18/03/1954,S,M,80000,4,2,Partial College,Professional,1,1
415,416,474,Randy She,05/06/1944,S,M,90000,5,0,Partial College,Professional,0,2
416,417,622,Katrina Becker,19/03/1945,M,F,60000,3,1,Partial High School,Skilled Manual,1,4
417,418,528,Lacey Zheng,26/02/1945,M,F,70000,5,1,High School,Professional,1,2
418,419,674,Rafael Hu,09/02/1945,S,M,90000,5,0,Partial College,Professional,0,2
419,420,704,Kyle Scott,18/02/1945,M,M,150000,3,4,Graduate Degree,Management,1,4
420,421,540,Jordan Turner,12/07/1946,M,M,100000,2,3,Bachellors,Management,1,4
421,422,521,Amy Sun,19/07/1946,M,F,110000,3,4,Bachellors,Management,1,4
422,423,651,Dustin Deng,01/09/1946,M,M,170000,4,4,Bachellors,Management,1,3
423,424,662,Jasmine Stewart,05/11/1954,M,F,80000,4,2,Partial College,Professional,0,1
424,425,586,Pamela Garcia,07/12/1953,M,F,80000,4,2,Partial College,Professional,1,2
425,426,657,Ariana Gray,06/08/1954,M,F,90000,4,2,High School,Professional,1,2
426,427,595,Kristopher Mehta,02/10/1953,M,M,110000,3,4,Bachellors,Management,1,4
427,428,496,Desiree Dominguez,18/12/1953,M,F,110000,2,5,Partial College,Professional,1,2
428,429,533,Deanna Perez,22/08/1953,S,F,120000,2,5,Bachellors,Management,1,2
429,430,548,Marco Lopez,16/07/1952,M,M,80000,4,1,Partial College,Professional,1,2
430,431,437,Casey Yuan,24/03/1952,M,F,90000,4,1,High School,Professional,1,2
431,432,639,Bryant Garcia,27/10/1952,M,M,110000,4,5,Partial College,Professional,1,2
432,433,681,Dominique Prasad,11/09/1951,M,F,80000,4,2,High School,Professional,1,2
433,434,700,Maurice Shan,02/09/1951,M,M,80000,5,2,High School,Professional,0,2
434,435,705,Andre Lopez,06/05/1951,M,M,170000,5,5,Partial College,Professional,1,4
435,436,496,Robin Romero,06/03/1950,S,F,100000,3,4,Partial College,Management,1,4
436,437,704,Taylor Cox,18/09/1950,M,F,160000,3,5,Partial College,Management,0,4
437,438,702,Alfredo Moreno,17/12/1949,M,M,90000,4,1,High School,Management,1,3
438,439,569,Jenny Nara,14/10/1949,M,F,130000,4,5,High School,Management,1,4
439,440,530,Janet Munoz,17/05/1948,M,F,90000,4,1,High School,Management,0,3
440,441,650,Sergio Weber,27/09/1947,M,M,80000,5,0,Partial High School,Skilled Manual,0,2
441,442,529,Erika Gomez,12/06/1947,M,F,90000,5,0,Partial High School,Skilled Manual,0,2
442,443,700,Joseph Harris,14/11/1947,M,M,90000,5,0,Partial High School,Skilled Manual,1,2
443,444,493,Grace Griffin,22/05/1976,S,F,60000,0,0,Bachellors,Professional,0,4
444,445,425,Tina Mehta,28/04/1976,M,F,70000,0,0,Bachellors,Professional,1,3
445,446,549,Kari Kim,21/07/1974,S,F,70000,0,0,Bachellors,Professional,0,3
446,447,646,Bethany Chander,12/08/1974,S,F,70000,0,0,Bachellors,Professional,0,3
447,448,492,Jennifer Roberts,16/08/1974,M,F,70000,0,0,Bachellors,Professional,1,4
448,449,656,Kyle Patterson,28/04/1975,S,M,80000,0,0,Bachellors,Professional,1,3
449,450,692,Alvin Hu,02/02/1975,M,M,80000,0,0,Bachellors,Professional,1,3
450,451,613,Brett Mehta,12/11/1975,S,M,130000,4,5,High School,Management,1,4
451,452,518,Ruben Mu̱oz,09/11/1974,S,M,70000,0,0,Bachellors,Professional,0,4
452,453,599,Erika Rubio,05/11/1973,S,F,80000,0,0,Bachellors,Professional,0,3
453,454,493,Stanley Malhotra,21/08/1973,S,M,80000,0,0,Bachellors,Professional,0,3
454,455,656,Melinda Navarro,22/04/1974,S,F,80000,0,0,Bachellors,Professional,0,3
455,456,510,Ross Sanz,21/04/1974,M,M,100000,0,5,High School,Management,1,2
456,457,554,Jon Gao,08/07/1974,M,M,120000,5,5,Partial High School,Professional,1,4
457,458,706,Jaime Gutierrez,21/05/1973,M,F,90000,0,0,Bachellors,Professional,1,3
458,459,553,Bianca Liu,05/04/1973,M,F,100000,0,5,High School,Management,1,2
459,460,534,Tasha Deng,13/10/1972,S,F,80000,0,0,Bachellors,Professional,0,3
460,461,471,Melvin Chande,07/10/1972,S,M,90000,0,0,Bachellors,Professional,0,3
461,462,648,Victor Jimenez,25/03/1972,S,M,90000,0,0,Bachellors,Professional,0,3
462,463,509,Laura Lin,19/01/1972,M,F,110000,0,5,High School,Management,1,4
463,464,613,Alisha Beck,12/03/1972,M,F,110000,0,5,High School,Management,0,4
464,465,697,Alejandro Huang,16/11/1971,M,M,90000,0,0,Bachellors,Professional,1,4
465,466,487,Louis Luo,19/02/1971,M,M,90000,0,0,Bachellors,Professional,0,4
466,467,648,Grant Tang,03/08/1971,M,M,150000,0,5,Partial High School,Management,1,4
467,468,554,Arturo Zheng,07/10/1969,M,M,170000,1,5,Graduate Degree,Management,1,4
468,469,576,Jaclyn Andersen,18/06/1975,M,F,40000,1,1,Bachellors,Skilled Manual,1,0
469,470,576,Edwin Raji,16/04/1973,S,M,10000,0,0,Partial High School,Manual,0,2
470,471,555,Jay Suarez,25/09/1973,S,M,20000,0,0,Partial High School,Manual,0,2
471,472,459,Latasha Suarez,25/09/1973,S,F,30000,0,0,Partial College,Clerical,1,1
472,473,637,Kenneth Kumar,03/04/1963,S,M,60000,3,2,Bachellors,Professional,1,2
473,474,476,Grace Henderson,02/08/1980,S,F,20000,0,0,Partial High School,Manual,0,2
474,475,532,Melvin Xu,22/02/1980,S,M,20000,0,0,Partial High School,Manual,1,2
475,476,506,Cesar Subram,09/10/1978,S,M,30000,0,0,High School,Manual,0,1
476,477,497,Erika Navarro,17/11/1974,M,F,40000,1,1,Bachellors,Skilled Manual,1,0
477,478,474,Tristan Hughes,25/06/1973,S,M,30000,0,0,High School,Manual,0,1
478,479,548,Billy Hernandez,25/02/1973,S,M,30000,0,0,High School,Manual,0,1
479,480,544,Darryl Wu,22/04/1973,M,M,40000,1,1,Bachellors,Skilled Manual,1,0
480,481,700,Colleen Ma,11/03/1973,M,F,40000,1,1,Bachellors,Skilled Manual,1,0
481,482,595,Erica Hu,23/05/1973,M,F,40000,1,1,Bachellors,Skilled Manual,1,0
482,483,567,Adrienne Torres,19/07/1972,S,F,30000,0,0,High School,Manual,0,1
483,484,529,Calvin Chande,22/05/1972,M,M,40000,1,1,Bachellors,Skilled Manual,1,1
484,485,517,Erick Sai,06/03/1972,S,M,40000,2,2,Partial College,Clerical,1,0
485,486,481,Donald Chandra,07/08/1972,M,M,40000,2,2,Partial College,Clerical,0,0
486,487,626,Ariana Rogers,25/05/1971,S,F,10000,0,0,Partial High School,Manual,1,2
487,488,624,Morgan Jones,09/07/1971,S,F,10000,0,0,Partial High School,Manual,0,2
488,489,506,Jermaine Lopez,21/09/1971,S,M,20000,0,0,Partial High School,Manual,1,2
489,490,525,Deborah Goel,07/03/1971,S,F,20000,0,0,Partial High School,Manual,0,2
490,491,530,Danny Rubio,06/01/1971,S,M,20000,0,0,Partial High School,Manual,0,2
491,492,506,Andre Perez,06/04/1971,M,M,20000,0,0,Partial High School,Manual,0,2
492,493,480,Terrence Chander,19/11/1971,S,M,30000,0,0,High School,Manual,0,1
493,494,506,Dawn Wu,02/12/1970,S,F,40000,2,2,Partial College,Clerical,1,0
494,495,541,Jimmy Gutierrez,28/07/1970,S,M,40000,2,2,Partial College,Clerical,1,0
495,496,590,Francis Jimenez,04/09/1971,S,M,40000,2,2,Partial College,Clerical,1,1
496,497,567,Gary Ortega,17/10/1970,S,M,40000,2,2,Partial College,Clerical,1,2
497,498,666,Katrina Nath,26/11/1970,S,F,40000,2,2,Partial College,Clerical,1,2
498,499,467,Arturo Sun,15/01/1974,S,M,40000,3,3,Partial College,Clerical,1,2
499,500,470,Pedro Vance,14/11/1974,S,M,40000,3,3,Partial College,Clerical,1,2
500,501,499,Sarah Simmons,18/09/1974,S,F,40000,0,0,Graduate Degree,Skilled Manual,1,0
501,502,467,Brandy Chandra,07/07/1975,S,F,40000,3,3,Partial College,Clerical,1,2
502,503,695,Jared Peterson,07/03/1975,S,M,40000,4,4,Partial College,Clerical,1,1
503,504,619,Dennis Wu,13/10/1930,M,M,50000,1,0,Graduate Degree,Skilled Manual,1,0
504,505,475,Jordan Baker,20/04/1931,M,F,40000,1,0,Bachellors,Skilled Manual,1,1
505,506,446,Jasmine Powell,07/07/1966,S,F,60000,0,0,Graduate Degree,Skilled Manual,1,0
506,507,675,Nicholas Brown,17/05/1966,S,M,60000,0,0,Graduate Degree,Skilled Manual,0,0
507,508,701,Isabella Russell,20/11/1966,S,F,60000,0,0,Graduate Degree,Skilled Manual,1,0
508,509,507,Elizabeth Wilson,07/07/1966,S,F,60000,0,0,Graduate Degree,Skilled Manual,1,0
509,510,670,Roger Harui,26/07/1953,M,F,30000,1,0,Bachellors,Skilled Manual,1,1
510,511,665,Seth Roberts,13/07/1953,M,M,30000,1,0,Bachellors,Skilled Manual,1,1
511,512,500,Caleb Perry,14/06/1953,M,M,30000,1,0,Bachellors,Skilled Manual,1,1
512,513,671,Natalie Campbell,13/08/1954,S,F,20000,3,0,Partial High School,Manual,1,2
513,514,682,Alyssa Howard,27/09/1954,S,F,20000,3,0,Partial High School,Manual,0,2
514,515,559,Dalton Diaz,20/04/1954,M,M,30000,1,0,High School,Clerical,1,1
515,516,443,Shannon Huang,25/02/1954,M,F,30000,1,0,High School,Clerical,1,1
516,517,469,Mya Gonzales,21/10/1954,M,F,30000,1,0,High School,Clerical,1,1
517,518,538,Katherine Bryant,20/06/1954,M,F,40000,1,0,Partial College,Clerical,1,1
518,519,660,Edward Washington,10/05/1955,M,M,40000,1,0,Partial College,Clerical,1,1
519,520,467,Jerome Navarro,17/03/1955,M,M,40000,1,0,Partial College,Clerical,1,1
520,521,675,Jada Morgan,11/04/1955,M,F,40000,1,0,Partial College,Clerical,1,1
521,522,566,Ariana Peterson,09/12/1955,M,F,40000,1,0,Partial College,Clerical,1,1
522,523,523,Christian Hughes,23/12/1955,M,M,80000,5,0,Graduate Degree,Skilled Manual,1,0
523,524,665,Lucas Taylor,10/08/1956,M,M,40000,1,0,Partial College,Clerical,1,1
524,525,560,Alyssa Jackson,23/01/1956,M,F,40000,1,0,Partial College,Clerical,1,1
525,526,500,Ariana Cook,09/01/1956,M,F,40000,1,0,Partial College,Clerical,1,1
526,527,571,Katherine Diaz,06/08/1956,M,F,40000,1,0,Partial College,Clerical,1,1
527,528,690,Jenna Green,04/06/1956,M,F,40000,1,0,Partial College,Clerical,1,1
528,529,633,Joan Washington,19/08/1957,M,F,40000,1,0,Partial College,Clerical,1,1
529,530,536,Austin Bryant,16/11/1957,M,M,40000,1,0,Partial College,Clerical,1,1
530,531,665,Andrew Martinez,26/07/1957,M,M,40000,1,0,Partial College,Clerical,1,1
531,532,430,Nina Yuan,07/01/1957,M,F,40000,1,0,Partial College,Clerical,1,1
532,533,677,Lauren Miller,26/02/1957,M,F,40000,1,0,Partial College,Clerical,1,1
533,534,588,Ebony Gill,21/07/1957,M,F,40000,1,0,Partial College,Clerical,1,1
534,535,652,Cameron Lewis,13/11/1958,S,M,60000,4,0,Graduate Degree,Skilled Manual,1,0
535,536,500,Devin Nelson,03/07/1958,M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0
536,537,631,Logan Chow,17/04/1958,M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0
537,538,469,Dakota Ross,24/03/1958,M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0
538,539,527,Nicole Taylor,28/08/1959,S,F,60000,4,0,Graduate Degree,Skilled Manual,0,0
539,540,470,Justin Washington,22/08/1959,M,M,60000,4,0,Graduate Degree,Skilled Manual,1,0
540,541,619,Alberto Navarro,28/01/1959,S,M,60000,4,0,Graduate Degree,Skilled Manual,1,0
541,542,536,Aidan Ross,12/04/1959,S,M,60000,4,0,Graduate Degree,Skilled Manual,0,0
542,543,576,Alejandro Tang,10/09/1968,S,M,20000,1,1,Partial College,Manual,0,0
543,544,529,Sheena Chande,17/02/1968,M,F,20000,1,1,Partial College,Manual,1,1
544,545,474,Joel Garcia,07/05/1968,M,M,30000,1,0,Bachellors,Clerical,1,0
545,546,529,Reginald Dominguez,25/03/1968,M,M,30000,1,0,Bachellors,Clerical,1,0
546,547,540,Christine Chande,14/03/1968,M,F,30000,1,1,Bachellors,Clerical,1,0
547,548,529,Cindy Sai,08/03/1968,M,F,40000,0,0,Graduate Degree,Clerical,1,0
548,549,585,Raymond Sanchez,12/10/1968,S,M,40000,0,0,Graduate Degree,Clerical,1,0
549,550,506,Crystal Liang,06/09/1968,M,F,40000,0,0,Bachellors,Clerical,1,0
550,551,525,Deb Torres,08/08/1968,S,F,40000,0,0,Bachellors,Clerical,1,0
551,552,615,Shannon Alvarez,25/05/1967,S,M,10000,3,3,High School,Manual,1,1
552,553,687,Eddie Rubio,27/05/1967,S,M,20000,1,1,Partial College,Manual,0,1
553,554,676,Sharon Luo,09/09/1967,M,F,20000,1,1,Partial College,Manual,1,1
